Latitude,Longitude,Seagr bioregion,Habitat,Genus,Year obs,biom above dm [g/m**2],biom below dm [g/m**2],biom tot dm [g/m**2],shoot dens [#/m**2],coverage [%], leaf dens [#/m**2],production above dm [g/m**2/day],production below dm [g/m**2/day],production total dm [g/m**2/day],shoot production dm [g/m**2/day],leaf production dm [g/m**2/day]
-37.459856,175.947088,Temperate Southern,Estuarine,Zostera,2009,,,,,93.4,,,,,,
-37.459856,175.947088,Temperate Southern,Estuarine,Zostera,2009,,,,,48.5,,,,,,
-37.459856,175.947088,Temperate Southern,Estuarine,Zostera,2009,,,,,48.5,,,,,,
-37.459856,175.947088,Temperate Southern,Estuarine,Zostera,2009,,,,,49.1,,,,,,
-37.459856,175.947088,Temperate Southern,Estuarine,Zostera,2009,,,,,45.8,,,,,,
-37.459856,175.947088,Temperate Southern,Estuarine,Zostera,2009,,,,,35,,,,,,
-37.459856,175.947088,Temperate Southern,Estuarine,Zostera,2009,,,,,23,,,,,,
-37.459856,175.947088,Temperate Southern,Estuarine,Zostera,2009,,,,,34.1,,,,,,
-37.459856,175.947088,Temperate Southern,Estuarine,Zostera,2009,,,,,39.5,,,,,,
-37.459856,175.947088,Temperate Southern,Estuarine,Zostera,2009,,,,,35.9,,,,,,
-37.459856,175.947088,Temperate Southern,Estuarine,Zostera,2009,,,,,73,,,,,,
-37.459856,175.947088,Temperate Southern,Estuarine,Zostera,2009,,,,,79.3,,,,,,
-37.459856,175.947088,Temperate Southern,Estuarine,Zostera,2009,,,,,45.8,,,,,,
-37.459856,175.947088,Temperate Southern,Estuarine,Zostera,2009,,,,,31.7,,,,,,
-37.459856,175.947088,Temperate Southern,Estuarine,Zostera,2009,,,,,31.1,,,,,,
-37.459856,175.947088,Temperate Southern,Estuarine,Zostera,2009,,,,,28.1,,,,,,
-37.459856,175.947088,Temperate Southern,Estuarine,Zostera,2009,,,,,26.3,,,,,,
-37.459856,175.947088,Temperate Southern,Estuarine,Zostera,2009,,,,,11.4,,,,,,
-37.459856,175.947088,Temperate Southern,Estuarine,Zostera,2009,,,,,18.6,,,,,,
-37.459856,175.947088,Temperate Southern,Estuarine,Zostera,2009,,,,,31.1,,,,,,
-37.459856,175.947088,Temperate Southern,Estuarine,Zostera,2009,,,,,23.9,,,,,,
-37.637911,176.048546,Temperate Southern,Estuarine,Zostera,2009,,,,,88.4,,,,,,
-37.637911,176.048546,Temperate Southern,Estuarine,Zostera,2009,,,,,97.5,,,,,,
-37.637911,176.048546,Temperate Southern,Estuarine,Zostera,2009,,,,,45.2,,,,,,
-37.637911,176.048546,Temperate Southern,Estuarine,Zostera,2009,,,,,36.4,,,,,,
-37.637911,176.048546,Temperate Southern,Estuarine,Zostera,2009,,,,,36.4,,,,,,
-37.637911,176.048546,Temperate Southern,Estuarine,Zostera,2009,,,,,34.3,,,,,,
-37.637911,176.048546,Temperate Southern,Estuarine,Zostera,2009,,,,,32.8,,,,,,
-37.637911,176.048546,Temperate Southern,Estuarine,Zostera,2009,,,,,40.2,,,,,,
-37.637911,176.048546,Temperate Southern,Estuarine,Zostera,2009,,,,,28.7,,,,,,
-37.637911,176.048546,Temperate Southern,Estuarine,Zostera,2009,,,,,35.2,,,,,,
-37.637911,176.048546,Temperate Southern,Estuarine,Zostera,2009,,,,,33.1,,,,,,
-37.637911,176.048546,Temperate Southern,Estuarine,Zostera,2009,,,,,88.4,,,,,,
-37.637911,176.048546,Temperate Southern,Estuarine,Zostera,2009,,,,,97.5,,,,,,
-37.637911,176.048546,Temperate Southern,Estuarine,Zostera,2009,,,,,45.5,,,,,,
-37.637911,176.048546,Temperate Southern,Estuarine,Zostera,2009,,,,,36.7,,,,,,
-37.637911,176.048546,Temperate Southern,Estuarine,Zostera,2009,,,,,37.5,,,,,,
-37.637911,176.048546,Temperate Southern,Estuarine,Zostera,2009,,,,,31.9,,,,,,
-37.637911,176.048546,Temperate Southern,Estuarine,Zostera,2009,,,,,37.8,,,,,,
-37.637911,176.048546,Temperate Southern,Estuarine,Zostera,2009,,,,,48.5,,,,,,
-37.637911,176.048546,Temperate Southern,Estuarine,Zostera,2009,,,,,38.1,,,,,,
-37.637911,176.048546,Temperate Southern,Estuarine,Zostera,2009,,,,,54.7,,,,,,
-37.637911,176.048546,Temperate Southern,Estuarine,Zostera,2009,,,,,46.7,,,,,,
-37.637911,176.048546,Temperate Southern,Estuarine,Zostera,2009,,,,,88.4,,,,,,
-37.637911,176.048546,Temperate Southern,Estuarine,Zostera,2009,,,,,95.2,,,,,,
-37.637911,176.048546,Temperate Southern,Estuarine,Zostera,2009,,,,,38.7,,,,,,
-37.637911,176.048546,Temperate Southern,Estuarine,Zostera,2009,,,,,41.1,,,,,,
-37.637911,176.048546,Temperate Southern,Estuarine,Zostera,2009,,,,,43.2,,,,,,
-37.637911,176.048546,Temperate Southern,Estuarine,Zostera,2009,,,,,31,,,,,,
-37.637911,176.048546,Temperate Southern,Estuarine,Zostera,2009,,,,,21.9,,,,,,
-37.637911,176.048546,Temperate Southern,Estuarine,Zostera,2009,,,,,24.8,,,,,,
-37.637911,176.048546,Temperate Southern,Estuarine,Zostera,2009,,,,,29.6,,,,,,
-37.637911,176.048546,Temperate Southern,Estuarine,Zostera,2009,,,,,41.4,,,,,,
-37.637911,176.048546,Temperate Southern,Estuarine,Zostera,2009,,,,,45.2,,,,,,
-37.549299,175.953448,Temperate Southern,Estuarine,Zostera,2009,,,,,92.3,,,,,,
-37.549299,175.953448,Temperate Southern,Estuarine,Zostera,2009,,,,,86.2,,,,,,
-37.549299,175.953448,Temperate Southern,Estuarine,Zostera,2009,,,,,85.9,,,,,,
-37.549299,175.953448,Temperate Southern,Estuarine,Zostera,2009,,,,,95,,,,,,
-37.549299,175.953448,Temperate Southern,Estuarine,Zostera,2009,,,,,97.8,,,,,,
-37.549299,175.953448,Temperate Southern,Estuarine,Zostera,2009,,,,,95,,,,,,
-37.549299,175.953448,Temperate Southern,Estuarine,Zostera,2009,,,,,90.2,,,,,,
-37.549299,175.953448,Temperate Southern,Estuarine,Zostera,2009,,,,,76.8,,,,,,
-37.549299,175.953448,Temperate Southern,Estuarine,Zostera,2009,,,,,85,,,,,,
-37.549299,175.953448,Temperate Southern,Estuarine,Zostera,2009,,,,,82.8,,,,,,
-37.549299,175.953448,Temperate Southern,Estuarine,Zostera,2009,,,,,87.4,,,,,,
-37.549299,175.953448,Temperate Southern,Estuarine,Zostera,2009,,,,,97.2,,,,,,
-37.549299,175.953448,Temperate Southern,Estuarine,Zostera,2009,,,,,86.5,,,,,,
-37.549299,175.953448,Temperate Southern,Estuarine,Zostera,2009,,,,,75.2,,,,,,
-37.549299,175.953448,Temperate Southern,Estuarine,Zostera,2009,,,,,85.9,,,,,,
-37.549299,175.953448,Temperate Southern,Estuarine,Zostera,2009,,,,,85.9,,,,,,
-37.549299,175.953448,Temperate Southern,Estuarine,Zostera,2009,,,,,88.3,,,,,,
-37.549299,175.953448,Temperate Southern,Estuarine,Zostera,2009,,,,,81.6,,,,,,
-37.549299,175.953448,Temperate Southern,Estuarine,Zostera,2009,,,,,65.2,,,,,,
-37.549299,175.953448,Temperate Southern,Estuarine,Zostera,2009,,,,,85.3,,,,,,
-37.549299,175.953448,Temperate Southern,Estuarine,Zostera,2009,,,,,73.4,,,,,,
-37.549299,175.953448,Temperate Southern,Estuarine,Zostera,2009,,,,,79.5,,,,,,
-37.549299,175.953448,Temperate Southern,Estuarine,Zostera,2009,,,,,93.8,,,,,,
-37.549299,175.953448,Temperate Southern,Estuarine,Zostera,2009,,,,,83.5,,,,,,
-37.549299,175.953448,Temperate Southern,Estuarine,Zostera,2009,,,,,72.8,,,,,,
-37.549299,175.953448,Temperate Southern,Estuarine,Zostera,2009,,,,,98.1,,,,,,
-37.549299,175.953448,Temperate Southern,Estuarine,Zostera,2009,,,,,98.1,,,,,,
-37.549299,175.953448,Temperate Southern,Estuarine,Zostera,2009,,,,,95,,,,,,
-37.549299,175.953448,Temperate Southern,Estuarine,Zostera,2009,,,,,86.5,,,,,,
-37.549299,175.953448,Temperate Southern,Estuarine,Zostera,2009,,,,,66.1,,,,,,
-37.549299,175.953448,Temperate Southern,Estuarine,Zostera,2009,,,,,88,,,,,,
-37.549299,175.953448,Temperate Southern,Estuarine,Zostera,2009,,,,,93.2,,,,,,
-37.549299,175.953448,Temperate Southern,Estuarine,Zostera,2009,,,,,77.1,,,,,,
-37.693005,176.169249,Temperate Southern,Estuarine,Zostera,2009,,,,,95.3,,,,,,
-37.693005,176.169249,Temperate Southern,Estuarine,Zostera,2009,,,,,97.1,,,,,,
-37.693005,176.169249,Temperate Southern,Estuarine,Zostera,2009,,,,,92.1,,,,,,
-37.693005,176.169249,Temperate Southern,Estuarine,Zostera,2009,,,,,92.7,,,,,,
-37.693005,176.169249,Temperate Southern,Estuarine,Zostera,2009,,,,,92.1,,,,,,
-37.693005,176.169249,Temperate Southern,Estuarine,Zostera,2009,,,,,93.7,,,,,,
-37.693005,176.169249,Temperate Southern,Estuarine,Zostera,2009,,,,,87.1,,,,,,
-37.693005,176.169249,Temperate Southern,Estuarine,Zostera,2009,,,,,71.4,,,,,,
-37.693005,176.169249,Temperate Southern,Estuarine,Zostera,2009,,,,,82.4,,,,,,
-37.693005,176.169249,Temperate Southern,Estuarine,Zostera,2009,,,,,77.4,,,,,,
-37.693005,176.169249,Temperate Southern,Estuarine,Zostera,2009,,,,,79,,,,,,
-37.693005,176.169249,Temperate Southern,Estuarine,Zostera,2009,,,,,96.5,,,,,,
-37.693005,176.169249,Temperate Southern,Estuarine,Zostera,2009,,,,,90.2,,,,,,
-37.693005,176.169249,Temperate Southern,Estuarine,Zostera,2009,,,,,84.9,,,,,,
-37.693005,176.169249,Temperate Southern,Estuarine,Zostera,2009,,,,,96.2,,,,,,
-37.693005,176.169249,Temperate Southern,Estuarine,Zostera,2009,,,,,90.9,,,,,,
-37.693005,176.169249,Temperate Southern,Estuarine,Zostera,2009,,,,,93.4,,,,,,
-37.693005,176.169249,Temperate Southern,Estuarine,Zostera,2009,,,,,83.3,,,,,,
-37.693005,176.169249,Temperate Southern,Estuarine,Zostera,2009,,,,,70.8,,,,,,
-37.693005,176.169249,Temperate Southern,Estuarine,Zostera,2009,,,,,48.6,,,,,,
-37.693005,176.169249,Temperate Southern,Estuarine,Zostera,2009,,,,,47.9,,,,,,
-37.693005,176.169249,Temperate Southern,Estuarine,Zostera,2009,,,,,53.9,,,,,,
-37.693005,176.169249,Temperate Southern,Estuarine,Zostera,2009,,,,,95.6,,,,,,
-37.693005,176.169249,Temperate Southern,Estuarine,Zostera,2009,,,,,88.4,,,,,,
-37.693005,176.169249,Temperate Southern,Estuarine,Zostera,2009,,,,,81.2,,,,,,
-37.693005,176.169249,Temperate Southern,Estuarine,Zostera,2009,,,,,96.5,,,,,,
-37.693005,176.169249,Temperate Southern,Estuarine,Zostera,2009,,,,,90.9,,,,,,
-37.693005,176.169249,Temperate Southern,Estuarine,Zostera,2009,,,,,92.7,,,,,,
-37.693005,176.169249,Temperate Southern,Estuarine,Zostera,2009,,,,,77.4,,,,,,
-37.693005,176.169249,Temperate Southern,Estuarine,Zostera,2009,,,,,67.1,,,,,,
-37.693005,176.169249,Temperate Southern,Estuarine,Zostera,2009,,,,,73.6,,,,,,
-37.693005,176.169249,Temperate Southern,Estuarine,Zostera,2009,,,,,72.7,,,,,,
-37.693005,176.169249,Temperate Southern,Estuarine,Zostera,2009,,,,,85.9,,,,,,
-37.459856,175.947088,Temperate Southern,Estuarine,Zostera,2009,35.41,86.19,121.6,,,,,,,,
-37.637911,176.048546,Temperate Southern,Estuarine,Zostera,2009,42.09,71.49,113.59,,,,,,,,
-37.549299,175.953448,Temperate Southern,Estuarine,Zostera,2009,32.74,163.7,196.44,,,,,,,,
-37.693005,176.169249,Temperate Southern,Estuarine,Zostera,2009,74.16,88.86,163.03,,,,,,,,
-37.459856,175.947088,Temperate Southern,Estuarine,Zostera,2010,,,,,35.3,,,,,,
-37.459856,175.947088,Temperate Southern,Estuarine,Zostera,2010,,,,,34.4,,,,,,
-37.459856,175.947088,Temperate Southern,Estuarine,Zostera,2010,,,,,34.4,,,,,,
-37.459856,175.947088,Temperate Southern,Estuarine,Zostera,2010,,,,,41.9,,,,,,
-37.459856,175.947088,Temperate Southern,Estuarine,Zostera,2010,,,,,30.8,,,,,,
-37.459856,175.947088,Temperate Southern,Estuarine,Zostera,2010,,,,,34.4,,,,,,
-37.637911,176.048546,Temperate Southern,Estuarine,Zostera,2010,,,,,45.2,,,,,,
-37.637911,176.048546,Temperate Southern,Estuarine,Zostera,2010,,,,,50.5,,,,,,
-37.637911,176.048546,Temperate Southern,Estuarine,Zostera,2010,,,,,34.3,,,,,,
-37.637911,176.048546,Temperate Southern,Estuarine,Zostera,2010,,,,,39.3,,,,,,
-37.637911,176.048546,Temperate Southern,Estuarine,Zostera,2010,,,,,56.2,,,,,,
-37.637911,176.048546,Temperate Southern,Estuarine,Zostera,2010,,,,,70.3,,,,,,
-37.549299,175.953448,Temperate Southern,Estuarine,Zostera,2010,,,,,90.8,,,,,,
-37.549299,175.953448,Temperate Southern,Estuarine,Zostera,2010,,,,,95.9,,,,,,
-37.549299,175.953448,Temperate Southern,Estuarine,Zostera,2010,,,,,77.4,,,,,,
-37.549299,175.953448,Temperate Southern,Estuarine,Zostera,2010,,,,,82.5,,,,,,
-37.549299,175.953448,Temperate Southern,Estuarine,Zostera,2010,,,,,85.9,,,,,,
-37.549299,175.953448,Temperate Southern,Estuarine,Zostera,2010,,,,,97.2,,,,,,
-37.693005,176.169249,Temperate Southern,Estuarine,Zostera,2010,,,,,87.4,,,,,,
-37.693005,176.169249,Temperate Southern,Estuarine,Zostera,2010,,,,,90.9,,,,,,
-37.693005,176.169249,Temperate Southern,Estuarine,Zostera,2010,,,,,56.1,,,,,,
-37.693005,176.169249,Temperate Southern,Estuarine,Zostera,2010,,,,,60.8,,,,,,
-37.693005,176.169249,Temperate Southern,Estuarine,Zostera,2010,,,,,87.4,,,,,,
-37.693005,176.169249,Temperate Southern,Estuarine,Zostera,2010,,,,,95.3,,,,,,
-37.708,176.168,Temperate Southern,Coastal,Zostera,2008,,,,,,,,,,,
-37.643,176.046,Temperate Southern,Coastal,Zostera,2008,,,,,,,,,,,
-37.553,175.954,Temperate Southern,Coastal,Zostera,2008,,,,,,,,,,,
16.47,119.928,Tropical Indo Pacific,Coastal,Cymodocea,1992,,,,171,,,,,,,0.545
16.47,119.928,Tropical Indo Pacific,Coastal,Enhalus,1992,,,,21,,,,,,,0.381
16.47,119.928,Tropical Indo Pacific,Coastal,Thalassia,1992,,,,548,,,,,,,4.14
16.444,119.926,Tropical Indo Pacific,Coastal,Cymodocea,1995,,,,87,,,,,,,
16.444,119.926,Tropical Indo Pacific,Coastal,Halodule,1995,,,,107,,,,,,,
16.444,119.926,Tropical Indo Pacific,Coastal,Cymodocea,1995,,,,45,,,,,,,
16.444,119.926,Tropical Indo Pacific,Coastal,Enhalus,1995,,,,8,,,,,,,
16.444,119.926,Tropical Indo Pacific,Coastal,Halophila,1995,,,,4,,,,,,,
16.444,119.926,Tropical Indo Pacific,Coastal,Syringodium,1995,,,,50,,,,,,,
16.444,119.926,Tropical Indo Pacific,Coastal,Thalassia,1995,,,,242,,,,,,,
16.419,119.904,Tropical Indo Pacific,Coastal,Cymodocea,1993,,59.7,,,,,,,,,
16.419,119.904,Tropical Indo Pacific,Coastal,Halodule,1993,,6.7,,,,,,,,,
20.848,-86.873,Tropical Atlantic,Estuarine,Halodule,1993,,30.4,,,,,,,,,
16.419,119.904,Tropical Indo Pacific,Coastal,Enhalus,1993,,152.2,,,,,,,,,
16.419,119.904,Tropical Indo Pacific,Coastal,Halophila,1993,,0.9,,,,,,,,,
20.848,-86.873,Tropical Atlantic,Estuarine,Syringodium,1993,,6.05,,,,,,,,,
16.419,119.904,Tropical Indo Pacific,Coastal,Syringodium,1993,,2.1,,,,,,,,,
16.419,119.904,Tropical Indo Pacific,Coastal,Thalassia,1993,,303.3,,,,,,,,,
20.848,-86.873,Tropical Atlantic,Estuarine,Thalassia,1993,,289.3,,,,,,,,,
-4.445,39.537,Tropical Indo Pacific,Estuarine,Thalassodendron,1993,,243.4,,,,,,,,,
42.307,3.303,Mediterranean,Coastal,Zostera,1993,,191.9,,,,,,,,,
42.307,3.303,Mediterranean,Coastal,Cymodocea,1993,,228,,,,,,,,,
63.594,9.545,Temperate North Atlantic,Estuarine,Zostera,1998,149.7,,,2727.3,,,,,,,
63.594,9.545,Temperate North Atlantic,Estuarine,Zostera,1998,142.3,,,4267.8,,,,,,,
27.817,-97.117,Tropical Atlantic,Estuarine,Halodule,1987,23.95,204.86,228.8,,,,,,,,
27.854,-97.35,Tropical Atlantic,Estuarine,Halodule,1987,44.08,123.04,167.1,,,,,,,,
27.854,-97.35,Tropical Atlantic,Estuarine,Halodule,1987,33.92,110.99,144.9,,,,,,,,
27.854,-97.35,Tropical Atlantic,Estuarine,Ruppia,1987,175,84.8,259.8,,,,,,,,
28.251,-96.781,Tropical Atlantic,Estuarine,Ruppia,1987,9.57,14.6,24.2,,,,,,,,
28.251,-96.781,Tropical Atlantic,Estuarine,Ruppia,1987,25,9.6,34.6,,,,,,,,
28.251,-96.781,Tropical Atlantic,Estuarine,Ruppia,1987,50.53,18.8,69.3,,,,,,,,
28.251,-96.781,Tropical Atlantic,Estuarine,Ruppia,1987,1.6,2.1,3.7,,,,,,,,
28.251,-96.781,Tropical Atlantic,Estuarine,Ruppia,1987,218.62,108.6,327.3,,,,,,,,
28.4,-96.717,Tropical Atlantic,Estuarine,Ruppia,1987,4.26,15,19.3,,,,,,,,
28.4,-96.717,Tropical Atlantic,Estuarine,Ruppia,1987,4.26,9.2,13.4,,,,,,,,
28.4,-96.717,Tropical Atlantic,Estuarine,Ruppia,1987,6.38,1.7,8.1,,,,,,,,
28.4,-96.717,Tropical Atlantic,Estuarine,Ruppia,1987,9.04,2.5,11.5,,,,,,,,
28.4,-96.717,Tropical Atlantic,Estuarine,Ruppia,1987,108.51,51,159.5,,,,,,,,
27.817,-97.117,Tropical Atlantic,Estuarine,Halodule,1988,7.62,72.3,79.9,,,,,,,,
27.817,-97.117,Tropical Atlantic,Estuarine,Halodule,1988,55.33,52.01,107.3,,,,,,,,
27.817,-97.117,Tropical Atlantic,Estuarine,Halodule,1988,68.57,88.79,157.4,,,,,,,,
27.854,-97.35,Tropical Atlantic,Estuarine,Halodule,1988,41.72,135.1,176.8,,,,,,,,
27.854,-97.35,Tropical Atlantic,Estuarine,Halodule,1988,50.25,49.47,99.7,,,,,,,,
27.854,-97.35,Tropical Atlantic,Estuarine,Halodule,1988,47.71,81.82,129.5,,,,,,,,
27.854,-97.35,Tropical Atlantic,Estuarine,Halodule,1988,24.67,98.94,123.6,,,,,,,,
27.854,-97.35,Tropical Atlantic,Estuarine,Halodule,1988,30.11,65.33,95.4,,,,,,,,
27.854,-97.35,Tropical Atlantic,Estuarine,Halodule,1988,35.56,208.03,243.6,,,,,,,,
27.854,-97.35,Tropical Atlantic,Estuarine,Ruppia,1988,72.9,99.9,172.7,,,,,,,,
27.854,-97.35,Tropical Atlantic,Estuarine,Ruppia,1988,26.1,20.9,47,,,,,,,,
27.854,-97.35,Tropical Atlantic,Estuarine,Ruppia,1988,31.4,8.4,39.7,,,,,,,,
28.251,-96.781,Tropical Atlantic,Estuarine,Ruppia,1988,11.7,53.9,65.6,,,,,,,,
28.251,-96.781,Tropical Atlantic,Estuarine,Ruppia,1988,19.68,20.9,40.6,,,,,,,,
28.251,-96.781,Tropical Atlantic,Estuarine,Ruppia,1988,21.81,25.9,47.7,,,,,,,,
28.4,-96.717,Tropical Atlantic,Estuarine,Ruppia,1988,2.66,4.2,6.8,,,,,,,,
28.4,-96.717,Tropical Atlantic,Estuarine,Ruppia,1988,1.6,0.8,2.4,,,,,,,,
28.4,-96.717,Tropical Atlantic,Estuarine,Ruppia,1988,18.62,85.7,104.3,,,,,,,,
27.854,-97.35,Tropical Atlantic,Estuarine,Halodule,1989,21.77,196.62,218.4,,,,,,,,
27.854,-97.35,Tropical Atlantic,Estuarine,Halodule,1989,17.05,138.27,155.3,,,,,,,,
27.854,-97.35,Tropical Atlantic,Estuarine,Ruppia,1989,18.1,15.5,33.5,,,,,,,,
27.854,-97.35,Tropical Atlantic,Estuarine,Ruppia,1989,30.9,26.3,57.2,,,,,,,,
27.854,-97.35,Tropical Atlantic,Estuarine,Ruppia,1989,81.4,33.8,115.2,,,,,,,,
27.854,-97.35,Tropical Atlantic,Estuarine,Ruppia,1989,185.1,13.4,198.5,,,,,,,,
27.854,-97.35,Tropical Atlantic,Estuarine,Ruppia,1989,98.9,28.8,127.8,,,,,,,,
28.4,-96.717,Tropical Atlantic,Estuarine,Ruppia,1989,1.6,0.4,2,,,,,,,,
28.4,-96.717,Tropical Atlantic,Estuarine,Ruppia,1989,2.66,0.8,3.5,,,,,,,,
28.4,-96.717,Tropical Atlantic,Estuarine,Ruppia,1989,7.45,3.8,11.2,,,,,,,,
28.4,-96.717,Tropical Atlantic,Estuarine,Ruppia,1989,79.26,99.4,178.7,,,,,,,,
28.4,-96.717,Tropical Atlantic,Estuarine,Ruppia,1989,113.83,50.6,164.4,,,,,,,,
27.817,-97.133,Tropical Atlantic,Estuarine,Halodule,1989,25.71,338.46,364.17,6728.57,,,,,,,
27.817,-97.133,Tropical Atlantic,Estuarine,Halodule,1989,111.43,507.69,619.12,6642.86,,,,,,,
27.817,-97.133,Tropical Atlantic,Estuarine,Halodule,1989,98.57,292.31,390.88,7028.57,,,,,,,
27.817,-97.133,Tropical Atlantic,Estuarine,Halodule,1989,51.43,215.38,266.81,6685.71,,,,,,,
27.817,-97.133,Tropical Atlantic,Estuarine,Halodule,1989,72.86,146.15,219.01,6942.86,,,,,,,
27.817,-97.133,Tropical Atlantic,Estuarine,Halodule,1989,55.71,307.69,363.4,7242.86,,,,,,,
27.817,-97.133,Tropical Atlantic,Estuarine,Halodule,1989,47.14,123.08,170.22,6642.86,,,,,,,
27.817,-97.133,Tropical Atlantic,Estuarine,Halodule,1990,38.57,176.92,215.49,6771.43,,,,,,,
27.817,-97.133,Tropical Atlantic,Estuarine,Halodule,1990,120,200,320,7157.14,,,,,,,
27.817,-97.133,Tropical Atlantic,Estuarine,Halodule,1990,171.43,353.85,525.28,6171.43,,,,,,,
27.817,-97.133,Tropical Atlantic,Estuarine,Halodule,1990,210,292.31,502.31,7457.14,,,,,,,
27.817,-97.133,Tropical Atlantic,Estuarine,Halodule,1990,55.71,115.38,171.09,7328.57,,,,,,,
27.817,-97.133,Tropical Atlantic,Estuarine,Halodule,1990,47.14,184.62,231.76,6471.43,,,,,,,
27.817,-97.133,Tropical Atlantic,Estuarine,Halodule,1990,64.29,76.92,141.21,7028.57,,,,,,,
27.817,-97.133,Tropical Atlantic,Estuarine,Halodule,1990,68.57,92.31,160.88,6685.71,,,,,,,
27.817,-97.133,Tropical Atlantic,Estuarine,Halodule,1990,68.57,153.85,222.42,6942.86,,,,,,,
27.817,-97.133,Tropical Atlantic,Estuarine,Halodule,1990,115.71,100,215.71,7242.86,,,,,,,
27.817,-97.133,Tropical Atlantic,Estuarine,Halodule,1990,252.86,223.08,475.94,6771.43,,,,,,,
27.817,-97.133,Tropical Atlantic,Estuarine,Halodule,1990,98.57,169.23,267.8,7157.14,,,,,,,
27.817,-97.133,Tropical Atlantic,Estuarine,Halodule,1990,25.71,23.08,48.79,7757.14,,,,,,,
27.817,-97.133,Tropical Atlantic,Estuarine,Halodule,1990,17.14,15.38,32.52,7971.43,,,,,,,
27.817,-97.133,Tropical Atlantic,Estuarine,Halodule,1990,21.43,30.77,52.2,8100,,,,,,,
27.817,-97.133,Tropical Atlantic,Estuarine,Halodule,1990,30,38.46,68.46,7757.14,,,,,,,
27.817,-97.133,Tropical Atlantic,Estuarine,Halodule,1990,12.86,46.15,59.01,7671.43,,,,,,,
27.817,-97.133,Tropical Atlantic,Estuarine,Halodule,1991,132.86,261.54,394.4,6771.43,,,,,,,
27.817,-97.133,Tropical Atlantic,Estuarine,Halodule,1991,214.29,200,414.29,7585.71,,,,,,,
27.817,-97.133,Tropical Atlantic,Estuarine,Halodule,1991,81.43,146.15,227.58,6342.86,,,,,,,
27.817,-97.133,Tropical Atlantic,Estuarine,Halodule,1991,231.43,300,531.43,7414.29,,,,,,,
27.817,-97.133,Tropical Atlantic,Estuarine,Halodule,1991,60,184.62,244.62,6985.71,,,,,,,
27.817,-97.133,Tropical Atlantic,Estuarine,Halodule,1991,72.86,184.62,257.48,6557.14,,,,,,,
27.817,-97.133,Tropical Atlantic,Estuarine,Halodule,1991,90,200,290,6171.43,,,,,,,
27.817,-97.133,Tropical Atlantic,Estuarine,Halodule,1991,81.43,253.85,335.28,7457.14,,,,,,,
27.817,-97.133,Tropical Atlantic,Estuarine,Halodule,1991,94.29,176.92,271.21,7328.57,,,,,,,
27.817,-97.133,Tropical Atlantic,Estuarine,Halodule,1991,85.71,153.85,239.56,6471.43,,,,,,,
27.817,-97.133,Tropical Atlantic,Estuarine,Halodule,1991,51.43,61.54,112.97,6771.43,,,,,,,
27.817,-97.133,Tropical Atlantic,Estuarine,Halodule,1991,72.86,76.92,149.78,7585.71,,,,,,,
27.817,-97.133,Tropical Atlantic,Estuarine,Halodule,1991,8.57,23.08,31.65,7757.14,,,,,,,
27.817,-97.133,Tropical Atlantic,Estuarine,Halodule,1991,12.86,7.69,20.55,7928.57,,,,,,,
27.817,-97.133,Tropical Atlantic,Estuarine,Halodule,1991,42.86,30.77,73.63,8014.29,,,,,,,
27.817,-97.133,Tropical Atlantic,Estuarine,Halodule,1991,21.43,15.38,36.81,8014.29,,,,,,,
27.817,-97.133,Tropical Atlantic,Estuarine,Halodule,1991,107.14,76.92,184.06,7800,,,,,,,
27.817,-97.133,Tropical Atlantic,Estuarine,Halodule,1991,72.86,46.15,119.01,7200,,,,,,,
27.817,-97.133,Tropical Atlantic,Estuarine,Halodule,1992,102.86,176.92,279.78,6471.43,,,,,,,
27.817,-97.133,Tropical Atlantic,Estuarine,Halodule,1992,128.57,161.54,290.11,6128.57,,,,,,,
27.817,-97.133,Tropical Atlantic,Estuarine,Halodule,1992,124.29,184.62,308.91,6557.14,,,,,,,
27.817,-97.133,Tropical Atlantic,Estuarine,Halodule,1992,107.14,123.08,230.22,7114.29,,,,,,,
27.817,-97.133,Tropical Atlantic,Estuarine,Halodule,1992,72.86,146.15,219.01,6685.71,,,,,,,
27.817,-97.133,Tropical Atlantic,Estuarine,Halodule,1992,72.86,161.54,234.4,7071.43,,,,,,,
27.817,-97.133,Tropical Atlantic,Estuarine,Halodule,1992,90,107.69,197.69,6342.86,,,,,,,
27.817,-97.133,Tropical Atlantic,Estuarine,Halodule,1992,98.57,161.54,260.11,7414.29,,,,,,,
27.817,-97.133,Tropical Atlantic,Estuarine,Halodule,1992,107.14,223.08,330.22,6985.71,,,,,,,
27.817,-97.133,Tropical Atlantic,Estuarine,Halodule,1992,158.57,223.08,381.65,6557.14,,,,,,,
27.817,-97.133,Tropical Atlantic,Estuarine,Halodule,1992,132.86,230.77,363.63,6471.43,,,,,,,
27.817,-97.133,Tropical Atlantic,Estuarine,Halodule,1992,261.43,269.23,530.66,6128.57,,,,,,,
27.817,-97.133,Tropical Atlantic,Estuarine,Halodule,1992,17.14,61.54,78.68,7328.57,,,,,,,
27.817,-97.133,Tropical Atlantic,Estuarine,Halodule,1992,51.43,15.38,66.81,7500,,,,,,,
27.817,-97.133,Tropical Atlantic,Estuarine,Halodule,1992,8.57,15.38,23.95,6685.71,,,,,,,
